"filename", "language", "TypeScript", "YAML", "Markdown", "Shell Script", "MS SQL", "JSON", "JavaScript", "JSON with Comments", "XML", "TypeScript JSX", "PostCSS", "Ignore", "comment", "blank", "total"
"/Users/joseph/Desktop/mularpay/apps/mularpay-api/package.json", "JSON", 0, 0, 0, 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 1, 110
"/Users/joseph/Desktop/mularpay/apps/mularpay-api/pnpm-lock.yaml", "YAML", 0, 4984, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1381, 6365
"/Users/joseph/Desktop/mularpay/apps/mularpay-api/prisma/add_composite_indexes.sql", "MS SQL", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 10, 8, 40
"/Users/joseph/Desktop/mularpay/apps/mularpay-api/prisma/add_notification_queue.sql", "MS SQL", 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 7, 7, 55
"/Users/joseph/Desktop/mularpay/apps/mularpay-api/prisma/add_notification_queue_index.sql", "MS SQL", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 12, 3, 19
"/Users/joseph/Desktop/mularpay/apps/mularpay-api/prisma/add_profile_edit_tracking_migration.sql", "MS SQL", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 6, 4, 18
"/Users/joseph/Desktop/mularpay/apps/mularpay-api/prisma/apply-migration.js", "JavaScript", 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 6, 14, 66
"/Users/joseph/Desktop/mularpay/apps/mularpay-api/prisma/cashback_migration.sql", "MS SQL", 0, 0, 0, 0, 185, 0, 0, 0, 0, 0, 0, 0, 28, 25, 238
"/Users/joseph/Desktop/mularpay/apps/mularpay-api/prisma/crypto_wallet_migration.sql", "MS SQL", 0, 0, 0, 0, 230, 0, 0, 0, 0, 0, 0, 0, 67, 54, 351
"/Users/joseph/Desktop/mularpay/apps/mularpay-api/prisma/manual_add_expo_push_token.sql", "MS SQL", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 6, 4, 16
"/Users/joseph/Desktop/mularpay/apps/mularpay-api/prisma/manual_add_super_admin.sql", "MS SQL", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6, 3, 10
"/Users/joseph/Desktop/mularpay/apps/mularpay-api/prisma/migrations/20250114_add_performance_indexes/migration.sql", "MS SQL", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 12, 11, 33
"/Users/joseph/Desktop/mularpay/apps/mularpay-api/prisma/migrations/20251112060354_initial_schema/migration.sql", "MS SQL", 0, 0, 0, 0, 271, 0, 0, 0, 0, 0, 0, 0, 73, 85, 429
"/Users/joseph/Desktop/mularpay/apps/mularpay-api/prisma/migrations/20251113035522_add_paystack_dva_compliance_fields/migration.sql", "MS SQL", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 3, 9
"/Users/joseph/Desktop/mularpay/apps/mularpay-api/prisma/migrations/README_SOFT_DELETE_MIGRATION.md", "Markdown", 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 109
"/Users/joseph/Desktop/mularpay/apps/mularpay-api/prisma/migrations/add_account_deletion_migration.sql", "MS SQL", 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 30, 15, 96
"/Users/joseph/Desktop/mularpay/apps/mularpay-api/prisma/migrations/add_app_rating_config.sql", "MS SQL", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 4, 4, 43
"/Users/joseph/Desktop/mularpay/apps/mularpay-api/prisma/migrations/add_deposit_tracking.sql", "MS SQL", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 8, 6, 26
"/Users/joseph/Desktop/mularpay/apps/mularpay-api/prisma/migrations/add_dva_status_tracking.sql", "MS SQL", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 8, 5, 25
"/Users/joseph/Desktop/mularpay/apps/mularpay-api/prisma/migrations/add_expiresAt_column.sql", "MS SQL", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 3, 3, 12
"/Users/joseph/Desktop/mularpay/apps/mularpay-api/prisma/migrations/add_inbound_email_system.sql", "MS SQL", 0, 0, 0, 0, 146, 0, 0, 0, 0, 0, 0, 0, 31, 28, 205
"/Users/joseph/Desktop/mularpay/apps/mularpay-api/prisma/migrations/add_last_login_email_sent_at.sql", "MS SQL", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 5, 4, 12
"/Users/joseph/Desktop/mularpay/apps/mularpay-api/prisma/migrations/add_missing_notification_columns.sql", "MS SQL", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 2, 2, 10
"/Users/joseph/Desktop/mularpay/apps/mularpay-api/prisma/migrations/add_missing_preference_columns.sql", "MS SQL", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 4, 4, 22
"/Users/joseph/Desktop/mularpay/apps/mularpay-api/prisma/migrations/add_notification_category_enum.sql", "MS SQL", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 2, 2, 17
"/Users/joseph/Desktop/mularpay/apps/mularpay-api/prisma/migrations/add_notification_channel_enum.sql", "MS SQL", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 2, 2, 15
"/Users/joseph/Desktop/mularpay/apps/mularpay-api/prisma/migrations/add_notification_columns.sql", "MS SQL", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 3, 5, 33
"/Users/joseph/Desktop/mularpay/apps/mularpay-api/prisma/migrations/add_notification_status_enum.sql", "MS SQL", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 2, 2, 16
"/Users/joseph/Desktop/mularpay/apps/mularpay-api/prisma/migrations/add_notification_type_enum.sql", "MS SQL", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 2, 2, 16
"/Users/joseph/Desktop/mularpay/apps/mularpay-api/prisma/migrations/add_onesignal_fields.sql", "MS SQL", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 5, 4, 20
"/Users/joseph/Desktop/mularpay/apps/mularpay-api/prisma/migrations/add_rate_limit_locking.sql", "MS SQL", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 2, 2, 10
"/Users/joseph/Desktop/mularpay/apps/mularpay-api/prisma/migrations/add_rate_limit_tracking.sql", "MS SQL", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 2, 5, 40
"/Users/joseph/Desktop/mularpay/apps/mularpay-api/prisma/migrations/add_saved_recipients.sql", "MS SQL", 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 8, 7, 54
"/Users/joseph/Desktop/mularpay/apps/mularpay-api/prisma/migrations/add_soft_delete_support.sql", "MS SQL", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 33, 7, 55
"/Users/joseph/Desktop/mularpay/apps/mularpay-api/prisma/migrations/add_super_admin_role.sql", "MS SQL", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 2, 5
"/Users/joseph/Desktop/mularpay/apps/mularpay-api/prisma/migrations/add_withdrawal_config.sql", "MS SQL", 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 10, 7, 72
"/Users/joseph/Desktop/mularpay/apps/mularpay-api/prisma/migrations/apply-onesignal-migration.js", "JavaScript", 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 5, 12, 61
